Id,Country,A01_interview_date,A03_quest_no,A04_start,A05_end,A06_province,A07_district,A08_ward,A09_village,A11_years_farm,A12_agr_assoc,B_no_membrs,_members_count,B11_remittance_money,B16_years_liv,B17_parents_liv,B18_sp_parents_liv,B19_grand_liv,B20_sp_grand_liv,C01_respondent_roof_type,C02_respondent_wall_type,C03_respondent_floor_type,C04_window_type,C05_buildings_in_compound,C06_rooms,C07_other_buildings,D_no_plots,D_plots_count,E01_water_use,E_no_group_count,E_yes_group_count,E17_no_enough_water,E18_months_no_water,E19_period_use,E20_exper_other,E21_other_meth,E22_res_change,E23_memb_assoc,E24_resp_assoc,E25_fees_water,E26_affect_conflicts,F04_need_money,F05_money_source,F05_money_source_other,F08_emply_lab,F09_du_labour,F10_liv_owned,F10_liv_owned_other,F_liv_count,F12_poultry,F13_du_look_aftr_cows,F14_items_owned,G01_no_meals,G02_months_lack_food,G03_no_food_mitigation,gps:Latitude,gps:Longitude,gps:Altitude,gps:Accuracy,instanceID
83,Moz,28/11/2016,187,2017-04-09T15:48:14.000Z,2017-04-09T16:12:46.000Z,Manica,Manica,Bandula,God,1,yes,5,5,no,43,yes,no,no,yes,grass,muddaub,earth,no,3,2,yes,2,2,yes,,2.0,yes,"['Sept', 'Oct', 'Nov']",24.0,yes,no,,yes,no,no,more_once,no,,,no,no,"['oxen', 'cows', 'goats', 'poultry']",,4,yes,no,"['cow_cart', 'motorcyle', 'bicycle', 'television', 'radio', 'cow_plough', 'solar_panel', 'solar_torch', 'mobile_phone']",3,['none'],['na'],-19.1122345,33.48349248,691.0,13.0,uuid:0a42c9ee-a840-4dda-8123-15c1bede5dfc
84,Moz,28/11/2016,195,2017-04-09T16:13:19.000Z,2017-04-09T16:35:24.000Z,Manica,Manica,Bandula,God,7,yes,5,5,no,48,yes,yes,no,no,grass,burntbricks,earth,no,3,1,no,3,3,yes,,3.0,yes,"['Sept', 'Oct', 'Nov']",5.0,yes,no,,no,,no,never,no,,,yes,no,"['oxen', 'cows', 'poultry']",,3,no,no,"['cow_cart', 'bicycle', 'radio', 'cow_plough', 'solar_torch']",2,"['Sept', 'Oct', 'Nov']",['lab_ex_food'],-19.11220559,33.48342104,706.0,9.0,uuid:2c132929-9c8f-450a-81ff-367360ce2c19
85,Moz,28/11/2016,196,2017-04-09T18:00:41.000Z,2017-04-09T18:31:40.000Z,Manica,Manica,Bandula,God,21,yes,7,7,no,49,yes,yes,yes,yes,mabatisloping,burntbricks,earth,no,2,2,no,2,2,yes,,2.0,yes,"['Oct', 'Nov']",21.0,yes,no,,yes,no,no,more_once,no,,,no,no,"['oxen', 'cows', 'goats']",,3,yes,no,"['radio', 'cow_plough', 'mobile_phone']",3,['none'],['na'],-19.11220357,33.48340018,694.0,10.0,uuid:44e427d1-a448-4bf2-b529-7d67b2266c06
86,Moz,28/11/2016,197,2017-04-09T18:32:09.000Z,2017-04-09T19:14:52.000Z,Manica,Manica,Bandula,God,11,no,5,5,yes,19,yes,yes,no,no,mabatisloping,burntbricks,cement,yes,1,2,no,2,2,yes,,2.0,yes,"['Aug', 'Sept', 'Oct', 'Nov']",11.0,yes,no,,no,,no,more_once,no,,,yes,no,"['oxen', 'cows', 'goats']",,3,yes,yes,"['bicycle', 'television', 'radio', 'cow_plough', 'solar_torch', 'table', 'mobile_phone']",2,['Nov'],"['rely_less_food', 'limit_variety', 'reduce_meals']",-19.11218716,33.4833828,714.0,11.0,uuid:85c99fd2-775f-40c9-8654-68223f59d091
87,Moz,28/11/2016,198,2017-04-09T19:15:21.000Z,2017-04-09T19:27:56.000Z,Manica,Manica,Bandula,God,11,no,3,3,no,49,no,no,no,no,grass,burntbricks,earth,no,1,1,no,2,2,yes,,2.0,yes,"['Jan', 'Dec']",11.0,yes,no,,no,,no,never,no,,,yes,no,['none'],,1,yes,no,,3,['Nov'],"['reduce_meals', 'lab_ex_food']",-19.11212338,33.48338774,716.0,7.0,uuid:28c64954-739c-444c-a6e0-355878e471c8
88,Moz,21/11/2016,201,2017-04-09T19:31:47.000Z,2017-04-09T19:45:38.000Z,Manica,Manica,Bandula,God,6,yes,4,4,no,6,yes,yes,yes,yes,grass,muddaub,earth,no,1,2,no,2,2,no,2.0,,,,,,,,,,,,,,,no,yes,"['oxen', 'cows']",,2,yes,no,"['bicycle', 'radio', 'solar_torch', 'mobile_phone']",2,"['Oct', 'Nov', 'Dec']","['borrow_food', 'lab_ex_food']",-19.11217226,33.48338504,685.0,10.0,uuid:9e79a31c-3ea5-44f0-80f9-a32db49422e3
89,Moz,17/11/2016,202,2017-04-09T19:48:09.000Z,2017-04-09T20:08:15.000Z,Manica,Manica,Bandula,God,12,yes,12,12,no,12,no,no,no,no,mabatisloping,burntbricks,cement,no,2,4,yes,2,2,yes,,2.0,yes,"['Aug', 'Sept', 'Oct', 'Nov', 'Dec']",9.0,yes,no,,yes,no,no,more_once,no,,,no,yes,"['oxen', 'cows', 'goats']",,3,yes,no,"['cow_cart', 'radio', 'cow_plough', 'solar_panel', 'solar_torch', 'table', 'mobile_phone']",3,"['Jan', 'Feb', 'Mar', 'Oct', 'Nov', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals', 'restrict_adults', 'lab_ex_food']",-19.11218863,33.48340466,705.0,5.0,uuid:06d39051-38ef-4757-b68b-3327b1f16b9d
90,Moz,26/04/2017,72,2017-04-26T15:46:24.000Z,2017-04-26T16:13:33.000Z,Manica,Manica,Bandula,Ruaca,24,yes,6,6,no,24,yes,yes,yes,yes,grass,muddaub,earth,no,2,1,no,3,3,yes,,3.0,yes,"['Aug', 'Sept', 'Oct', 'Nov']",4.0,yes,no,,yes,yes,no,more_once,no,,,no,yes,"['oxen', 'cows', 'goats']",,3,yes,no,"['bicycle', 'radio', 'cow_plough']",2,"['Jan', 'Aug', 'Sept', 'Oct', 'Nov', 'Dec']","['rely_less_food', 'limit_variety', 'limit_portion', 'reduce_meals', 'lab_ex_food']",-19.11221489,33.48347358,716.0,5.0,uuid:c4a2c982-244e-45a5-aa4b-71fa53f99e18
91,Moz,26/04/2017,73,2017-04-26T16:13:50.000Z,2017-04-26T16:45:01.000Z,Manica,Manica,Bandula,Ruaca,6,yes,7,7,no,9,yes,no,no,no,mabatisloping,burntbricks,cement,no,2,2,no,3,3,yes,,3.0,yes,"['Sept', 'Oct', 'Nov']",4.0,yes,yes,"['cheaper', 'less_work', 'train_outside_org']",yes,no,no,more_once,no,,,yes,no,"['oxen', 'cows', 'goats']",,3,yes,no,"['cow_cart', 'motorcyle', 'bicycle', 'television', 'radio', 'cow_plough', 'solar_panel', 'table', 'mobile_phone']",3,"['Jan', 'Sept', 'Oct']","['rely_less_food', 'limit_variety']",-19.11219747,33.48341488,714.0,4.0,uuid:ac3da862-9e6c-4962-94b6-f4c31624f207
92,Moz,26/04/2017,76,2017-04-26T16:45:28.000Z,2017-04-26T17:26:21.000Z,Manica,Manica,Bandula,Ruaca,22,yes,17,17,no,48,yes,yes,yes,yes,mabatipitched,burntbricks,cement,no,5,2,no,6,6,yes,,6.0,yes,"['Sept', 'Oct']",22.0,yes,no,,yes,yes,no,more_once,no,,,no,no,"['oxen', 'cows', 'goats', 'poultry']",,4,yes,no,"['bicycle', 'radio', 'cow_plough', 'solar_panel', 'mobile_phone']",3,['none'],['na'],-19.11220193,33.48341762,702.0,9.0,uuid:4178a296-903a-4a8e-9cfa-0cd6143476e8
93,Moz,27/04/2017,83,2017-04-27T12:27:31.000Z,2017-04-27T12:56:42.000Z,Manica,Manica,Bandula,Ruaca,17,yes,5,5,no,22,no,no,no,no,mabatisloping,burntbricks,earth,no,2,1,no,2,2,yes,,2.0,yes,"['Aug', 'Sept', 'Oct']",17.0,yes,no,,yes,no,no,never,no,,,no,no,"['oxen', 'cows']",,2,no,no,"['radio', 'cow_plough', 'solar_torch']",2,"['Aug', 'Sept', 'Oct']","['borrow_food', 'lab_ex_food']",-19.11231638,33.48349754,693.0,33.0,uuid:a1e9df00-c8ae-411c-931c-c7df898c68d0
94,Moz,27/04/2017,85,2017-04-27T12:58:02.000Z,2017-04-27T13:23:06.000Z,Manica,Manica,Bandula,Ruaca,12,yes,7,7,no,40,yes,yes,yes,yes,grass,sunbricks,earth,no,3,1,no,3,3,yes,,3.0,yes,"['Sept', 'Oct']",12.0,yes,no,,no,,no,never,no,,,yes,yes,"['oxen', 'cows']",,2,yes,no,"['radio', 'cow_plough']",2,"['Oct', 'Nov']",['na'],-19.11235114,33.48358508,697.0,10.0,uuid:4d0f472b-f8ae-4026-87c9-6b5be14b0a70
95,Moz,27/04/2017,89,2017-04-27T16:11:23.000Z,2017-04-27T16:41:41.000Z,Manica,Manica,Bandula,God,10,no,5,5,no,10,yes,yes,no,yes,mabatisloping,burntbricks,cement,yes,2,2,yes,2,2,yes,,2.0,yes,"['Sept', 'Oct']",10.0,no,no,,no,,no,never,no,,,no,yes,"['oxen', 'cows', 'goats']",,3,no,no,"['bicycle', 'radio', 'cow_plough', 'solar_panel', 'solar_torch', 'table', 'mobile_phone']",3,"['Oct', 'Nov']","['rely_less_food', 'limit_variety', 'go_forest', 'lab_ex_food']",-19.11231667,33.48348329,710.0,13.0,uuid:b3b309c6-f234-4830-8b30-87d26a17ee1d
96,Moz,27/04/2017,101,2017-04-27T16:42:02.000Z,2017-04-27T18:11:54.000Z,Manica,Manica,Bandula,God,10,no,3,3,no,4,yes,yes,no,no,grass,muddaub,earth,no,1,1,no,2,2,yes,,2.0,yes,"['Sept', 'Oct', 'Nov']",10.0,yes,no,,no,,no,never,no,,,no,yes,['goats'],,1,no,yes,"['bicycle', 'solar_torch']",3,"['Sept', 'Oct', 'Nov']","['rely_less_food', 'limit_variety', 'reduce_meals', 'restrict_adults', 'borrow_food', 'lab_ex_food']",-19.11223501,33.48341767,702.0,11.0,uuid:3c174acd-e431-4523-9ad6-eb14cddca805
97,Moz,27/04/2017,103,2017-04-27T17:38:53.000Z,2017-04-27T18:09:45.000Z,Manica,Manica,Bandula,Ruaca,50,no,6,6,no,96,yes,yes,yes,yes,mabatisloping,sunbricks,earth,no,2,1,no,2,2,yes,,2.0,yes,"['Aug', 'Sept', 'Oct', 'Nov']",10.0,yes,no,,no,,no,never,no,,,yes,no,"['oxen', 'cows', 'goats', 'pigs', 'poultry']",,5,yes,no,"['cow_cart', 'cow_plough', 'solar_panel', 'sofa_set', 'mobile_phone']",3,"['Jan', 'Feb', 'Dec']",['go_forest'],-19.11219049,33.48337002,712.0,9.0,uuid:e9d79844-ef14-493b-bbd6-d13691cc660e
98,Moz,28/04/2017,102,2017-04-28T06:27:07.000Z,2017-04-28T06:52:04.000Z,Manica,Manica,Bandula,Ruaca,15,yes,12,12,no,15,no,no,no,no,mabatisloping,burntbricks,earth,no,3,2,no,2,2,yes,,2.0,yes,"['Aug', 'Sept', 'Oct']",2.0,yes,no,,yes,yes,no,frequently,no,,,no,yes,"['cows', 'goats']",,2,no,no,"['cow_plough', 'table', 'sofa_set', 'mobile_phone']",3,"['Jan', 'Feb']",['lab_ex_food'],-19.04413333,33.40388996,691.0,11.0,uuid:76206b0b-af74-4344-b24f-81e839f0d7b0
99,Moz,28/04/2017,78,2017-04-28T07:09:39.000Z,2017-04-28T07:31:38.000Z,Manica,Manica,Bandula,Ruaca,20,no,6,6,no,48,yes,no,yes,no,mabatipitched,burntbricks,earth,no,2,1,no,2,2,yes,,2.0,yes,"['Aug', 'Sept']",20.0,yes,no,,no,,no,more_once,no,,,no,no,"['oxen', 'cows']",,2,no,no,['cow_plough'],2,"['Aug', 'Sept', 'Oct']",['na'],-19.04402591,33.40398184,723.0,11.0,uuid:da3fa7cc-5ce9-44fd-9a78-b8982b607515
100,Moz,28/04/2017,80,2017-04-28T09:01:47.000Z,2017-04-28T09:25:51.000Z,Manica,Manica,Bandula,Ruaca,12,no,5,5,no,12,no,no,no,no,mabatipitched,muddaub,earth,no,1,1,no,1,1,yes,,1.0,yes,"['Sept', 'Oct', 'Nov']",12.0,yes,no,,no,,no,more_once,no,,,no,yes,['none'],,1,yes,no,"['cow_cart', 'bicycle', 'radio', 'cow_plough', 'solar_panel', 'solar_torch']",3,['none'],['na'],-19.04415001,33.40390046,689.0,6.0,uuid:a85df6df-0336-46fa-a9f4-522bf6f8b438
101,Moz,28/04/2017,104,2017-04-28T14:25:13.000Z,2017-04-28T15:18:10.000Z,Manica,Manica,Bandula,Ruaca,35,no,14,14,no,52,yes,no,yes,no,grass,sunbricks,cement,no,4,1,yes,4,4,yes,,4.0,yes,"['Aug', 'Sept']",16.0,yes,no,,yes,no,no,never,no,,,no,no,"['oxen', 'cows', 'goats', 'pigs']",,4,yes,no,"['cow_cart', 'bicycle', 'cow_plough']",3,"['Jan', 'Feb', 'Dec']","['go_forest', 'lab_ex_food']",-19.11225606,33.4833734,711.0,9.0,uuid:bb2bb365-7d7d-4fe9-9353-b21269676119
102,Moz,28/04/2017,105,2017-04-28T15:32:38.000Z,2017-04-28T15:58:10.000Z,Manica,Manica,Bandula,Ruaca,20,yes,6,6,no,40,yes,no,yes,no,mabatisloping,sunbricks,earth,no,2,1,no,2,2,yes,,2.0,yes,"['Aug', 'Sept', 'Oct', 'Nov']",1.0,yes,no,,yes,yes,no,frequently,no,,,no,yes,"['cows', 'poultry']",,2,yes,yes,"['motorcyle', 'radio', 'cow_plough', 'solar_panel', 'mobile_phone']",3,"['Jan', 'Feb', 'Dec']",['lab_ex_food'],-19.11221203,33.48350526,735.0,11.0,uuid:af0904ee-4fdb-4090-973f-599c81ddf022
103,Moz,30/04/2017,106,2017-04-30T05:51:18.000Z,2017-04-30T06:47:01.000Z,Manica,Manica,Bandula,God,22,yes,15,15,no,22,no,no,no,no,mabatisloping,sunbricks,cement,yes,4,5,yes,5,5,yes,,5.0,yes,"['Aug', 'Sept', 'Oct', 'Nov']",21.0,yes,no,,no,,no,never,no,,,yes,no,"['oxen', 'cows']",,2,yes,no,"['cow_cart', 'motorcyle', 'bicycle', 'radio', 'sterio', 'cow_plough', 'solar_panel', 'solar_torch', 'table', 'mobile_phone']",3,"['Oct', 'Nov', 'Dec']","['lab_ex_food', 'seek_government']",-19.11220965,33.48340866,709.0,5.0,uuid:468797c1-4a65-4f35-9c83-e28ce46972a2
104,Moz,03/05/2017,109,2017-05-03T13:14:43.000Z,2017-05-03T13:37:53.000Z,Manica,Manica,Bandula,God,12,yes,4,4,no,12,yes,no,yes,no,grass,sunbricks,earth,no,1,1,yes,3,3,no,3.0,,,,,,,,,,,,,,,no,no,"['oxen', 'cows', 'goats']",,3,yes,no,"['cow_cart', 'bicycle', 'radio', 'cow_plough', 'table']",3,"['July', 'Aug', 'Sept', 'Oct', 'Nov']","['rely_less_food', 'limit_portion', 'reduce_meals']",-19.11222402,33.48338036,699.0,10.0,uuid:602cd3f6-4a97-49c6-80e3-bcfd5c78dfa4
105,Moz,03/05/2017,110,2017-05-03T13:37:57.000Z,2017-05-03T13:58:06.000Z,Manica,Manica,Bandula,Ruaca,22,no,6,6,no,22,yes,yes,yes,yes,mabatisloping,sunbricks,cement,no,2,3,yes,3,3,yes,,3.0,yes,"['Aug', 'Sept', 'Oct', 'Nov']",22.0,yes,no,,no,,no,never,no,,,no,no,"['oxen', 'cows', 'goats']",,3,yes,no,"['bicycle', 'radio', 'cow_plough', 'table', 'mobile_phone']",2,['none'],['na'],-19.11219756,33.48339714,704.0,9.0,uuid:e7c51ac4-24e4-475e-88e7-f85e896945e3
106,Moz,03/05/2017,113,2017-05-03T14:00:13.000Z,2017-05-03T14:27:03.000Z,Manica,Manica,Bandula,Ruaca,16,no,11,11,yes,26,yes,no,no,no,mabatisloping,burntbricks,cement,no,2,3,yes,3,3,yes,,3.0,yes,"['Sept', 'Oct']",2.0,yes,no,,no,,no,never,no,,,yes,no,"['oxen', 'cows', 'goats', 'poultry']",,4,no,no,"['cow_cart', 'motorcyle', 'bicycle', 'radio', 'cow_plough', 'solar_panel', 'solar_torch', 'table', 'mobile_phone']",3,['none'],['na'],-19.11222682,33.48340708,706.0,12.0,uuid:01210861-aba1-4268-98d0-0260e05f5155
107,Moz,04/05/2017,118,2017-05-04T10:26:35.000Z,2017-05-04T10:46:35.000Z,Manica,Manica,Bandula,Ruaca,6,no,5,5,no,25,yes,yes,yes,no,grass,muddaub,earth,no,2,1,no,1,1,no,1.0,,,,,,,,,,,,,,,no,yes,['none'],,1,yes,no,"['radio', 'solar_torch', 'mobile_phone']",3,"['Oct', 'Nov', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals', 'borrow_food', 'lab_ex_food']",-19.11220573,33.48344178,713.0,9.0,uuid:77335b2e-8812-4a35-b1e5-ca9ab626dfea
108,Moz,04/05/2017,125,2017-05-04T10:47:05.000Z,2017-05-04T11:16:05.000Z,Manica,Manica,Bandula,Ruaca,7,yes,5,5,no,14,no,yes,no,yes,mabatisloping,burntbricks,earth,no,1,1,no,3,3,yes,,3.0,yes,"['Aug', 'Sept', 'Oct', 'Nov']",3.0,yes,yes,['less_work'],no,,no,more_once,no,,,yes,yes,"['oxen', 'cows']",,2,no,yes,"['bicycle', 'radio', 'cow_plough', 'solar_panel', 'solar_torch', 'mobile_phone']",3,"['Jan', 'Sept', 'Oct', 'Nov', 'Dec']","['borrow_food', 'lab_ex_food']",-19.11218005,33.4834101,682.0,11.0,uuid:02b05c68-302e-4e7a-b229-81cb1377fd29
109,Moz,04/05/2017,119,2017-05-04T11:16:57.000Z,2017-05-04T11:38:38.000Z,Manica,Manica,Bandula,Ruaca-Nhamuenda,14,no,3,3,yes,14,yes,no,no,no,grass,muddaub,earth,no,4,1,no,2,2,yes,,2.0,no,,3.0,yes,no,,no,,no,never,no,,,no,no,"['oxen', 'cows', 'goats', 'poultry']",,4,no,no,"['bicycle', 'cow_plough', 'solar_panel', 'mobile_phone']",3,['none'],['na'],-19.11225658,33.48334839,706.0,5.0,uuid:fa201fce-4e94-44b8-b435-c558c2e1ed55
110,Moz,11/05/2017,115,2017-05-11T05:24:25.000Z,2017-05-11T05:41:56.000Z,Manica,Manica,Bandula,Ruaca - Nhamuenda,16,no,4,4,no,16,yes,yes,no,no,mabatisloping,sunbricks,cement,no,3,2,yes,2,2,no,2.0,,,,,,,,,,,,,,,yes,no,"['oxen', 'cows', 'goats']",,3,yes,no,"['cow_cart', 'motorcyle', 'bicycle', 'television', 'radio', 'cow_plough', 'solar_panel', 'solar_torch', 'table', 'mobile_phone']",3,['none'],['na'],-19.1114691,33.4761047,0.0,20.0,uuid:628fe23d-188f-43e4-a203-a4bf3257d461
111,Moz,11/05/2017,108,2017-05-11T05:42:08.000Z,2017-05-11T06:08:58.000Z,Manica,Manica,Bandula,God,22,no,15,15,no,22,no,yes,no,yes,mabatisloping,burntbricks,cement,no,3,2,yes,3,3,yes,,3.0,yes,"['Sept', 'Oct', 'Nov']",16.0,yes,no,,no,,no,never,no,,,no,no,"['oxen', 'cows', 'goats', 'poultry']",,4,yes,no,"['cow_cart', 'bicycle', 'radio', 'cow_plough', 'solar_panel', 'table', 'mobile_phone']",3,"['Aug', 'Sept', 'Oct', 'Nov']","['rely_less_food', 'limit_portion', 'reduce_meals']",-19.1114691,33.4761047,0.0,20.0,uuid:e4f4d6ba-e698-45a5-947f-ba6da88cc22b
112,Moz,11/05/2017,116,2017-05-11T06:09:56.000Z,2017-05-11T06:22:19.000Z,Manica,Manica,Bandula,Ruaca-Nhamuenda,21,yes,5,5,no,25,no,no,no,no,grass,burntbricks,cement,no,2,3,yes,1,1,no,1.0,,,,,,,,,,,,,,,no,yes,"['oxen', 'cows', 'goats']",,3,yes,no,"['motorcyle', 'bicycle', 'television', 'radio', 'cow_plough', 'solar_panel', 'solar_torch', 'table', 'mobile_phone']",3,"['Jan', 'Nov', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals', 'lab_ex_food']",-19.1114691,33.4761047,0.0,20.0,uuid:cfee6297-2c0e-4f8a-94cc-9aaee0bd64cb
113,Moz,11/05/2017,117,2017-05-11T06:28:02.000Z,2017-05-11T06:55:35.000Z,Manica,Manica,Bandula,Ruaca-Nhamuenda,1,no,10,10,no,28,yes,yes,yes,no,grass,muddaub,cement,no,1,4,no,1,1,no,1.0,,,,,,,,,,,,,,,no,yes,['none'],,1,yes,no,"['motorcyle', 'television', 'radio', 'solar_panel', 'solar_torch', 'table', 'mobile_phone']",3,"['Jan', 'Feb', 'Nov', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals', 'restrict_adults', 'borrow_food', 'lab_ex_food']",-19.1114691,33.4761047,0.0,20.0,uuid:3fe626b3-c794-48e1-a80f-5bfe440c507b
114,Moz,18/05/2017,144,2017-05-18T04:36:23.000Z,2017-05-18T05:02:38.000Z,Manica,Manica,Bandula,Ruaca,5,no,7,7,no,5,yes,yes,yes,yes,mabatisloping,burntbricks,cement,no,3,4,no,2,2,yes,,2.0,yes,"['Sept', 'Oct', 'Nov']",5.0,yes,no,,no,,yes,frequently,yes,['farming'],,no,no,"['oxen', 'cows', 'goats', 'sheep']",,4,yes,no,"['cow_cart', 'television', 'radio', 'cow_plough', 'solar_panel', 'solar_torch', 'table', 'mobile_phone']",2,['none'],['na'],-19.11218801,33.48342233,710.0,5.0,uuid:0670cef6-d233-4852-89d8-36955261b0a3
115,Moz,18/05/2017,143,2017-05-18T05:55:04.000Z,2017-05-18T06:37:10.000Z,Manica,Manica,Bandula,Ruaca,24,yes,10,10,no,24,yes,no,no,no,grass,burntbricks,earth,no,3,2,yes,3,3,yes,,3.0,yes,"['Sept', 'Oct', 'Nov']",12.0,yes,no,,no,,no,frequently,no,,,yes,no,"['oxen', 'cows', 'goats']",,3,yes,no,"['cow_cart', 'motorcyle', 'television', 'radio', 'cow_plough', 'solar_torch', 'table', 'mobile_phone']",3,"['Jan', 'Dec']","['rely_less_food', 'limit_variety']",-19.1124845,33.4763322,0.0,1911.0,uuid:9a096a12-b335-468c-b3cc-1191180d62de
116,Moz,18/05/2017,150,2017-05-18T10:37:37.000Z,2017-05-18T10:56:00.000Z,Manica,Manica,Bandula,Ruaca,8,no,7,7,no,8,no,yes,no,yes,grass,muddaub,earth,no,2,1,no,2,2,yes,,2.0,yes,"['Apr', 'May', 'June', 'July', 'Aug', 'Sept', 'Oct', 'Nov']",8.0,yes,no,,no,,no,never,no,,,no,yes,['cows'],,1,no,yes,['mobile_phone'],3,"['Sept', 'Oct', 'Nov']","['reduce_meals', 'lab_ex_food']",-19.11147739,33.47618369,709.0,17.0,uuid:92613d0d-e7b1-4d62-8ea4-451d7cd0a982
117,Moz,18/05/2017,159,2017-05-18T10:56:16.000Z,2017-05-18T11:07:35.000Z,Manica,Manica,Bandula,God,17,yes,4,4,no,24,yes,no,yes,no,grass,sunbricks,earth,no,2,1,no,2,2,yes,,2.0,no,,2.0,yes,no,,no,,no,never,no,,,no,yes,['none'],,1,no,no,"['radio', 'solar_panel', 'solar_torch']",3,"['Sept', 'Oct', 'Nov']",['lab_ex_food'],-19.11149498,33.47617506,712.0,28.0,uuid:37577f91-d665-443e-8d70-b914954cef4b
118,Moz,03/06/2017,160,2017-06-03T05:08:49.000Z,2017-06-03T05:32:19.000Z,Manica,Manica,Bandula,God,3,yes,7,7,no,13,yes,yes,yes,yes,mabatisloping,burntbricks,earth,no,2,2,no,3,3,yes,,3.0,yes,"['Jan', 'Dec']",3.0,yes,no,,yes,yes,no,frequently,no,,,yes,yes,"['oxen', 'cows']",,2,yes,no,"['cow_cart', 'cow_plough', 'solar_torch', 'mobile_phone']",2,['Nov'],['lab_ex_food'],-19.11218456,33.4834495,711.0,12.0,uuid:f22831ec-6bc3-4b73-9197-4b01e01abb66
119,Moz,03/06/2017,165,2017-06-03T05:32:33.000Z,2017-06-03T05:51:49.000Z,Manica,Manica,Bandula,Ruaca,14,no,9,9,no,14,no,no,no,no,grass,burntbricks,earth,no,1,1,yes,2,2,yes,,2.0,yes,"['Aug', 'Sept', 'Oct', 'Nov', 'Dec']",10.0,yes,no,,no,,no,never,no,,,no,no,"['oxen', 'cows', 'goats']",,3,yes,no,"['cow_cart', 'motorcyle', 'bicycle', 'television', 'radio', 'cow_plough', 'solar_torch', 'electricity', 'table', 'sofa_set', 'mobile_phone', 'fridge']",3,['none'],['na'],-19.11217437,33.48346513,708.0,9.0,uuid:62f3f7af-f0f3-4f88-b9e0-acf8baa49ae4
120,Moz,03/06/2017,166,2017-06-03T05:53:28.000Z,2017-06-03T06:25:06.000Z,Manica,Manica,Bandula,Ruaca,16,no,11,11,no,16,yes,yes,yes,yes,grass,muddaub,earth,no,2,1,no,3,3,yes,,3.0,yes,"['Aug', 'Sept', 'Oct']",2.0,yes,no,,no,,no,never,no,,,no,yes,['goats'],,1,yes,no,"['bicycle', 'solar_torch', 'mobile_phone']",2,"['Feb', 'Mar']","['go_forest', 'lab_ex_food']",-19.1138589,33.4826653,0.0,1799.999,uuid:40aac732-94df-496c-97ba-5b67f59bcc7a
121,Moz,03/06/2017,167,2017-06-03T06:25:09.000Z,2017-06-03T06:45:06.000Z,Manica,Manica,Bandula,Ruaca,16,no,8,8,no,24,yes,no,yes,no,grass,muddaub,earth,no,5,1,no,2,2,yes,,2.0,yes,"['July', 'Aug', 'Sept', 'Oct', 'Nov', 'Dec']",16.0,yes,no,,no,,no,never,no,,,no,yes,"['oxen', 'cows', 'goats']",,3,yes,yes,"['motorcyle', 'radio', 'cow_plough', 'solar_panel', 'solar_torch', 'table', 'mobile_phone']",2,"['Jan', 'Nov', 'Dec']",['lab_ex_food'],-19.1149887,33.4882685,0.0,2000.0,uuid:a9d1a013-043b-475d-a71b-77ed80abe970
122,Moz,03/06/2017,174,2017-06-03T06:50:47.000Z,2017-06-03T07:20:21.000Z,Manica,Manica,Bandula,Ruaca,13,no,12,12,no,25,yes,yes,yes,yes,grass,burntbricks,cement,no,2,2,yes,3,3,yes,,3.0,yes,"['Sept', 'Oct', 'Nov', 'Dec']",13.0,yes,yes,['cheaper'],no,,no,never,no,,,yes,no,"['oxen', 'cows', 'goats']",,3,yes,no,"['car', 'lorry', 'motorcyle', 'radio', 'sterio', 'cow_plough', 'solar_panel', 'solar_torch', 'table', 'sofa_set', 'mobile_phone', 'fridge']",3,"['Jan', 'Feb', 'Dec']",['lab_ex_food'],-19.11216751,33.48340539,703.0,3.0,uuid:43ec6132-478c-4f87-878d-fb3c0c4d0c74
123,Moz,03/06/2017,175,2017-06-03T07:21:48.000Z,2017-06-03T07:51:29.000Z,Manica,Manica,Bandula,Ruaca,11,no,7,7,no,36,yes,yes,yes,yes,mabatisloping,burntbricks,earth,no,2,1,no,2,2,yes,,2.0,yes,"['Oct', 'Nov']",11.0,yes,no,,no,,no,never,no,,,no,no,"['oxen', 'cows', 'goats', 'poultry']",,4,yes,yes,"['motorcyle', 'bicycle', 'radio', 'sterio', 'cow_plough', 'solar_panel', 'table', 'mobile_phone']",2,"['Jan', 'Oct', 'Nov', 'Dec']",['na'],-19.11217963,33.48336019,705.0,5.0,uuid:64fc743e-8176-40f6-8ae4-36ae97fac1d9
124,Moz,03/06/2017,189,2017-06-03T15:23:01.000Z,2017-06-03T15:53:10.000Z,Manica,Manica,Bandula,Ruaca,10,yes,15,15,no,16,no,yes,no,yes,mabatisloping,sunbricks,earth,no,2,1,yes,3,3,yes,,3.0,yes,"['Aug', 'Sept', 'Oct', 'Nov', 'Dec']",7.0,yes,no,,no,,no,never,no,,,no,yes,"['oxen', 'cows', 'goats']",,3,yes,no,"['motorcyle', 'radio', 'sterio', 'cow_plough', 'solar_panel', 'table', 'mobile_phone']",3,['Nov'],['na'],-19.11216796,33.48341529,714.0,4.0,uuid:c17e374c-280b-4e78-bf21-74a7c1c73492
